name,description,accords.cítrico,accords.aromático,accords.fresco especiado,accords.amaderado,accords.lavanda,accords.fresco,calificationNumbers.ratingValue,calificationNumbers.bestRating,calificationNumbers.ratingCount,piramidFragrance.salida,piramidFragrance.corazon,piramidFragrance.base,piramidFragrance.ingredientes,accords.terrosos,accords.Floral amarillo,accords.dulce,accords.cálido especiado,accords.ozónico,accords.verde,accords.floral blanco,accords.almizclado,accords.atalcado,accords.nardos,accords.iris,accords.florales,accords.violeta,accords.rosas,accords.herbal,accords.especiado suave,accords.cuero,accords.ámbar,accords.afrutados,accords.pachulí,accords.avainillado,accords.almendrado,accords.anís,accords.nueces,accords.marino,accords.animálico,accords.salado,accords.balsámico,accords.acuático,accords.amielado,accords.oud,accords.ahumado,accords.cacao,accords.café,accords.metálico,accords.tabaco,accords.canela,accords.acerezado,accords.chocolate,accords.musgoso,accords.tropical,accords.lactónico,accords.alcanforados,accords.Whisky,accords.ron,accords.coco,accords.caramelo,accords.aldehídico,accords.jabonoso,accords.conífera,accords.mineral,accords.cera de abeja,accords.amargo,accords.champán,accords.alcohol,accords.vodka,accords.cannabis,accords.arena,accords.Vino,accords.coca-cola,accords.pegamento industrial,accords.cinta scotch,accords.arcilla,accords.asfalto,accords.vinyl,accords.Pear,accords.terpénico,accords.pelota de tenis,PerfumeURL,calificationText.MeEncanta,calificationText.MeGusta,calificationText.MeEsIndiferente,calificationText.NoMeGusta,calificationText.LaOdio,timeSeasons.Invierno,timeSeasons.Primavera,timeSeasons.Verano,timeSeasons.Otoño,timeDay.Dia,timeDay.Noche,longevity.escasa,longevity.débil,longevity.moderada,longevity.duradera,longevity.muy_duradera,sillage.suave,sillage.moderada,sillage.pesada,sillage.enorme,gender.femenino,gender.unisex_femenino,gender.unisex,gender.unisex_masculino,gender.masculino,price.extremadamente_costoso,price.ligeramente_costoso,price.precio_moderado,price.buen_precio,price.excelente_precio
The Library Collection Opus I Amouage para Hombres y Mujeres,"The Library Collection Opus I de Amouage es una fragancia de la familia olfativa Chipre para Hombres y Mujeres. The Library Collection Opus I se lanzó en 2010. La Nariz detrás de esta fragrancia es Daniel Maurel. Las Notas de Salida son cardamomo, naranja amarga y ciruela; las Notas de Corazón son ylang-ylang, nardos, jazmín, rosa y lirio de los valles (muguete); las Notas de Fondo son incienso, papiro de Egipto, madera de gaiac, haba tonka, sándalo, vetiver y cedro de Virginia.",49.70606491,58.50236291,,100,,,3.95,5,765,"['cardamomo', 'naranja amarga', 'ciruela']","['ylang-ylang', 'nardos', 'jazmín', 'rosa', 'lirio de los valles (muguete)']","['incienso', 'papiro de Egipto', 'madera de gaiac', 'haba tonka', 'sándalo', 'vetiver', 'cedro de Virginia']",,,58.08207813,58.30189955,74.39661265,,,73.63261493,,,55.88515453,,,,,,,,51.30977182,47.67088857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Amouage/The-Library-Collection-Opus-I-9917.html,85.4985,100,13.8973,39.2749,1.20846,64.7059,72.7273,45.4545,100,98.9305,64.7059,10,13,55,116,122,28,106,186,114,29,30,85,12,9,17,28,55,8,9
The Library Collection Opus II Amouage para Hombres y Mujeres,"The Library Collection Opus II de Amouage es una fragancia de la familia olfativa Oriental Fougère para Hombres y Mujeres. The Library Collection Opus II se lanzó en 2010. La Nariz detrás de esta fragrancia es Michèle Saramito. Las Notas de Salida son lavanda, ajenjo (absenta), pimienta rosa y pimienta; las Notas de Corazón son cardamomo, canela, jazmín y rosa; las Notas de Fondo son incienso, cedro de Virginia, pachulí, ámbar y almizcle.",,93.39911428,77.65902654,63.77457241,73.42153487,,3.85,5,572,"['lavanda', 'ajenjo (absenta)', 'pimienta rosa', 'pimienta']","['cardamomo', 'canela', 'jazmín', 'rosa']","['incienso', 'cedro de Virginia', 'pachulí', 'ámbar', 'almizcle']",,,,,100,,,,,,,,,,,,49.87262606,,69.97265104,,47.85907652,,,,,,,,49.10199633,,,,51.99112894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Amouage/The-Library-Collection-Opus-II-9920.html,63.0996,100,11.4391,40.5904,1.84502,41.6667,86.8056,62.5,85.4167,100,47.9167,13,22,93,58,26,51,119,69,50,2,1,47,29,16,10,26,26,3,5
The Library Collection Opus III Amouage para Hombres y Mujeres,"The Library Collection Opus III de Amouage es una fragancia de la familia olfativa Oriental Floral para Hombres y Mujeres. The Library Collection Opus III se lanzó en 2010. La Nariz detrás de esta fragrancia es Karine Vinchon Spehner. Las Notas de Salida son mimosa, nuez moscada, clavo de olor, retama de los tintoreros y tomillo; las Notas de Corazón son violeta, ylang-ylang, jazmín y flor del naranjo africano; las Notas de Fondo son benjuí, vainilla, sándalo, madera de gaiac, almizcle, almizcle ambreta, papiro de Egipto y cedro de Virginia.",,,52.22814023,84.06818916,,,4.05,5,980,"['mimosa', 'nuez moscada', 'clavo de olor', 'retama de los tintoreros', 'tomillo']","['violeta', 'ylang-ylang', 'jazmín', 'flor del naranjo africano']","['benjuí', 'vainilla', 'sándalo', 'madera de gaiac', 'almizcle', 'almizcle ambreta', 'papiro de Egipto', 'cedro de Virginia']",,,83.5471833,59.3009271,59.98165037,,,,,100,,,67.72746328,72.77395589,,,,,52.50812676,,,55.33974311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Amouage/The-Library-Collection-Opus-III-9921.html,95.6731,100,10.0962,35.5769,0.480769,64.3836,100,34.2466,98.6301,99.0868,72.1461,16,12,71,147,115,43,160,182,133,45,65,58,5,3,21,42,66,7,5
The Library Collection Opus IV Amouage para Hombres y Mujeres,"The Library Collection Opus IV de Amouage es una fragancia de la familia olfativa para Hombres y Mujeres. The Library Collection Opus IV se lanzó en 2010. La Nariz detrás de esta fragrancia es Jacques Flori. Las Notas de Salida son cilantro, mandarina, toronja (pomelo) y limón (lima ácida); las Notas de Corazón son alcaravea, cardamomo, elemí, rosa silvestre (rosa de perro), rosa y hojas de violeta; las Notas de Fondo son incienso, ládano y almizcle.",64.16853429,100,61.70999552,,,,4.03,5,891,"['cilantro', 'mandarina', 'toronja (pomelo)', 'limón (lima ácida)']","['alcaravea', 'cardamomo', 'elemí', 'rosa silvestre (rosa de perro)', 'rosa', 'hojas de violeta']","['incienso', 'ládano', 'almizcle']",,,,,69.40833707,,,,,,,,,,50.49977589,,,,75.67981473,,,,,,,,,,61.0578216,,,,55.05826983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Amouage/The-Library-Collection-Opus-IV-10756.html,97.3046,100,8.3558,36.3881,2.69542,87.156,59.1743,35.7798,100,83.4862,82.5688,16,12,41,171,121,29,129,193,132,8,4,78,42,17,18,33,43,11,16
The Library Collection Opus IX Amouage para Hombres y Mujeres,"The Library Collection Opus IX de Amouage es una fragancia de la familia olfativa Oriental para Hombres y Mujeres. The Library Collection Opus IX se lanzó en 2015. The Library Collection Opus IX fue creada por Nathalie Lorson y Pierre Negrin. Las Notas de Salida son jazmín, camelia y pimienta negra; las Notas de Corazón son cera de abeja, cuero y madera de gaiac; las Notas de Fondo son algalia (civet), ámbar gris y vetiver.",,,45.95970139,58.84992399,,,3.96,5,707,"['jazmín', 'camelia', 'pimienta negra']","['cera de abeja', 'cuero', 'madera de gaiac']","['algalia (civet)', 'ámbar gris', 'vetiver']",,,,,,,,71.67859817,64.40039936,58.24992626,,,55.07839622,,,,,51.44942252,67.02275873,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,47.97253296,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Amouage/The-Library-Collection-Opus-IX-30945.html,100,71.3396,8.41121,44.8598,3.42679,90.1554,59.5855,39.3782,100,67.3575,92.7461,17,24,42,127,159,53,105,193,115,24,27,106,15,7,17,33,72,13,8
The Library Collection Opus V Amouage para Hombres y Mujeres,"The Library Collection Opus V de Amouage es una fragancia de la familia olfativa Almizcle Amaderado Floral para Hombres y Mujeres. The Library Collection Opus V se lanzó en 2011. La Nariz detrás de esta fragrancia es Jacques Cavallier Belletrud. Las Notas de Salida son raíz de lirio y ron; las Notas de Corazón son iris, rosa y jazmín; las Notas de Fondo son madera de oud, notas amaderadas y algalia (civet).",,,,74.95230243,,,4.09,5,1339,"['raíz de lirio', 'ron']","['iris', 'rosa', 'jazmín']","['madera de oud', 'notas amaderadas', 'algalia (civet)']",,57.99992601,,,,,,,47.46143235,79.76095723,,100,46.36600022,47.4125985,53.03108137,,,,,,,,,,,,,,,,,60.35874913,,,,,,,,,,,,,,53.17055382,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Amouage/The-Library-Collection-Opus-V-11973.html,100,83.4163,10.2819,32.0066,1.65837,82.3188,79.4203,60.8696,98.8406,100,70.4348,22,24,103,186,266,65,225,250,254,35,49,177,21,17,48,69,102,13,8
The Library Collection Opus VI Amouage para Hombres y Mujeres,"The Library Collection Opus VI de Amouage es una fragancia de la familia olfativa Oriental Especiada para Hombres y Mujeres. The Library Collection Opus VI se lanzó en 2012. Las Notas de Salida son incienso, malagueta y pimienta de Sichuan; las Notas de Corazón son cipriol (nagarmota), pachulí y parra de la seda; las Notas de Fondo son ámbar, ládano y sándalo.",,54.89109322,65.71939397,64.4669439,,,4.25,5,1334,"['incienso', 'malagueta', 'pimienta de Sichuan']","['cipriol (nagarmota)', 'pachulí', 'parra de la seda']","['ámbar', 'ládano', 'sándalo']",,,,,50.9211386,,,,,,,,,,,,,,100,,,,,,,,,,52.69026681,,,,52.76474016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Amouage/The-Library-Collection-Opus-VI-14661.html,100,68.0576,6.04317,21.4388,0.431655,100,33.7629,23.7113,94.5876,53.3505,93.299,28,33,53,189,389,59,154,354,314,9,7,115,56,40,30,52,76,18,12
The Library Collection Opus VIII Amouage para Hombres y Mujeres,"The Library Collection Opus VIII de Amouage es una fragancia de la familia olfativa Oriental Amaderada para Hombres y Mujeres. The Library Collection Opus VIII se lanzó en 2014. The Library Collection Opus VIII fue creada por Pierre Negrin y Richard Herpin. Las Notas de Salida son jazmín, flor de azahar del naranjo y ylang-ylang; las Notas de Corazón son incienso de olíbano (franquincienso), madera de gaiac, azafrán, jengibre y vetiver; las Notas de Fondo son malagueta y benjuí.",46.88415501,71.9929452,67.36577251,86.93799787,,,3.92,5,693,"['jazmín', 'flor de azahar del naranjo', 'ylang-ylang']","['incienso de olíbano (franquincienso)', 'madera de gaiac', 'azafrán', 'jengibre', 'vetiver']","['malagueta', 'benjuí']",,,53.79978739,50.04818246,83.85080005,,,100,,,,,,,,,,,88.93991689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Amouage/The-Library-Collection-Opus-VIII-24138.html,100,90.9091,13.2867,44.7552,4.1958,48.538,83.0409,61.4035,90.0585,100,55.5556,20,12,44,119,138,37,86,149,172,16,25,96,17,6,16,38,59,9,2
The Library Collection Opus X Amouage para Hombres y Mujeres,"The Library Collection Opus X de Amouage es una fragancia de la familia olfativa Oriental Floral para Hombres y Mujeres. The Library Collection Opus X se lanzó en 2016. Las Notas de Salida son rosa de mayo, rosa roja y rosa; las Notas de Corazón son Acuerdo del barniz, geranio y cuero; las Notas de Fondo son notas metálicas, Oud laosiano, ambrarome y ylang-ylang.",,61.51418387,69.39272983,54.72649558,,,3.83,5,592,"['rosa de mayo', 'rosa roja', 'rosa']","['Acuerdo del barniz', 'geranio', 'cuero']","['notas metálicas', 'Oud laosiano', 'ambrarome', 'ylang-ylang']",,,,,48.63344809,,,,,,,,,,100,,,,47.57091933,,,,,,,,,,47.57091933,,,47.71256396,,,,69.39272983,,,,,,,,,,,,,,,,53.6356379,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Amouage/The-Library-Collection-Opus-X-35679.html,100,54.9815,10.3321,54.2435,6.64207,77.1429,75,46.4286,100,94.2857,72.1429,14,22,35,95,146,21,87,155,159,23,40,85,18,6,22,37,54,6,8
The Library Collection Opus XI Amouage para Hombres y Mujeres,The Library Collection Opus XI de Amouage es una fragancia de la familia olfativa Oriental Amaderada para Hombres y Mujeres. The Library Collection Opus XI se lanzó en 2018. La Nota de Salida es mejorana; la Nota de Corazón es madera de oud; las Notas de Fondo son styrax y Leatherwood.,,61.43310345,94.29275862,56.35034483,,,4.14,5,329,['mejorana'],['madera de oud'],"['styrax', 'Leatherwood']",,,,,,,,,,,,,,,,92.8662069,,,94.2037931,,,,,,,,,,49.26103448,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Amouage/The-Library-Collection-Opus-XI-52714.html,100,42.5532,13.2979,21.8085,5.31915,100,35.2941,19.8529,96.3235,50,91.1765,17,16,28,72,125,16,61,99,135,5,1,44,32,72,21,28,54,13,7
The Library Collection Rose Incense Amouage para Hombres y Mujeres,"The Library Collection Rose Incense de Amouage es una fragancia de la familia olfativa Oriental Floral para Hombres y Mujeres. The Library Collection Rose Incense se lanzó en 2019. La Nariz detrás de esta fragrancia es Bruno Jovanovic. Las Notas de Salida son incienso de olíbano (franquincienso), elemí y tinta; las Notas de Corazón son agua de rosas, incienso de olíbano (franquincienso) y gamuza; las Notas de Fondo son mirra, vainilla, sándalo y cedro.",,93.57267148,58.29459769,87.43946854,,,4.21,5,373,"['incienso de olíbano (franquincienso)', 'elemí', 'tinta']","['agua de rosas', 'incienso de olíbano (franquincienso)', 'gamuza']","['mirra', 'vainilla', 'sándalo', 'cedro']",,,,,62.28535779,,,,,52.66844271,,,49.03743171,,93.45794834,,,,100,,,49.29898159,,,,,,,70.67855938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Amouage/The-Library-Collection-Rose-Incense-55759.html,100,50,14.9038,15.3846,5.28846,100,62.1212,38.6364,99.2424,65.1515,97.7273,7,4,39,88,92,15,62,144,54,34,41,127,14,6,45,49,80,12,4
Tribute Amouage para Hombres y Mujeres,"Tribute de Amouage es una fragancia de la familia olfativa Oriental para Hombres y Mujeres. Tribute se lanzó en 2009. La Nariz detrás de esta fragrancia es Gras. Las Notas de Salida son rosa de Taif, azafrán y especias; las Notas de Corazón son incienso, tintura de rosas, ládano francés, ámbar y jazmín; las Notas de Fondo son tabaco, cuero, pachulí, vetiver, cedro y enebro de Virginia.",,,,48.80652264,,,4.55,5,317,"['rosa de Taif', 'azafrán', 'especias']","['incienso', 'tintura de rosas', 'ládano francés', 'ámbar', 'jazmín']","['tabaco', 'cuero', 'pachulí', 'vetiver', 'cedro', 'enebro de Virginia']",,,,,58.9194958,,,,,,,,,,100,,,52.45166191,66.32250714,,,,,,,,,,46.09689732,,,,54.32268982,,,,59.25803071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Amouage/Tribute-7490.html,100,29.646,1.76991,9.73451,0.442478,100,35.6322,34.4828,89.6552,66.6667,96.5517,5,5,15,22,84,11,24,66,88,2,2,11,8,4,4,7,4,2,6
Ubar Amouage para Mujeres,"Ubar de Amouage es una fragancia de la familia olfativa Oriental Floral para Mujeres. Ubar se lanzó en 1995. La Nariz detrás de esta fragrancia es Creations Aromatiques. Las Notas de Salida son naranja tangerina, naranja, hojas de violeta y may chang; las Notas de Corazón son jazmín, ylang-ylang, nardos, palisandro, lirio de los valles (muguete), flor de azahar del naranjo y fresia; las Notas de Fondo son ámbar negro, sándalo, bálsamo de copaiba, pachulí, vainilla y vetiver.",64.9008527,,,91.5325698,,,4.11,5,2415,"['naranja tangerina', 'naranja', 'hojas de violeta', 'may chang']","['jazmín', 'ylang-ylang', 'nardos', 'palisandro', 'lirio de los valles (muguete)', 'flor de azahar del naranjo', 'fresia']","['ámbar negro', 'sándalo', 'bálsamo de copaiba', 'pachulí', 'vainilla', 'vetiver']",,,51.89373131,59.00924419,49.37764901,,,100,,,,,48.04631416,,,,,,93.22485101,,,,,,,,58.11917756,,68.66593995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Amouage/Ubar-6153.html,100,74.216,5.05226,33.6237,1.30662,81.9734,51.2334,57.3055,99.0512,71.3472,100,28,28,102,255,308,72,225,409,306,119,67,64,3,3,38,61,90,12,12
Ari Ariana Grande para Mujeres,"Ari de Ariana Grande es una fragancia de la familia olfativa Floral Frutal Gourmand para Mujeres. Ari se lanzó en 2015. Las Notas de Salida son frambuesa, pera y toronja (pomelo); las Notas de Corazón son orquídea de vainilla, rosa y lirio de los valles (muguete); las Notas de Fondo son malvavisco (bombón), almizcle y notas amaderadas.",45.21757542,,,,,,4.17,5,5482,"['frambuesa', 'pera', 'toronja (pomelo)']","['orquídea de vainilla', 'rosa', 'lirio de los valles (muguete)']","['malvavisco (bombón)', 'almizcle', 'notas amaderadas']",,,,100,,,,,,59.5423657,,,,,,,,,,73.71377104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Ariana-Grande/Ari-31661.html,100,84.171,22.4681,16.0165,2.77569,48.8204,86.8341,67.7702,51.7123,100,32.8006,296,673,1828,496,114,756,2005,430,185,2599,220,46,4,9,50,157,738,1435,474
God Is A Woman Ariana Grande para Mujeres,God Is A Woman de Ariana Grande es una fragancia de la familia olfativa Oriental Floral para Mujeres. God Is A Woman se lanzó en 2021. La Nariz detrás de esta fragrancia es Jérôme Epinette. Las Notas de Salida son pera y almizcle ambreta; las Notas de Corazón son raíz de lirio y rosa turca; las Notas de Fondo son vainilla de Madagascar y sándalo.,,,,56.39585761,,58,3.89,5,2769,"['pera', 'almizcle ambreta']","['raíz de lirio', 'rosa turca']","['vainilla de Madagascar', 'sándalo']",,,,84.0961007,,,,,66.92091505,67.80247078,,56.92124804,66.57360727,,,,,,,100,,67.14608238,,,,,,,,67.33348873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Ariana-Grande/God-Is-A-Woman-68664.html,100,92.0455,40.5594,25.0874,14.5105,28.4516,98.3982,78.566,39.8932,100,28.5278,323,502,755,144,34,660,839,109,23,1181,373,146,9,10,76,134,524,721,188
Moonlight Ariana Grande para Mujeres,"Moonlight de Ariana Grande es una fragancia de la familia olfativa Floral Frutal para Mujeres. Moonlight se lanzó en 2017. Las Notas de Salida son ciruela y grosellas negras; las Notas de Corazón son malvavisco (bombón) y peonía; las Notas de Fondo son vainilla, sándalo y ámbar.",,,,53.19648627,,52.128861,4,5,2509,"['ciruela', 'grosellas negras']","['malvavisco (bombón)', 'peonía']","['vainilla', 'sándalo', 'ámbar']",,,,94.92950723,,,,,,71.67920333,,,64.58945881,,,,,,,100,,58.22588856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Ariana-Grande/Moonlight-46410.html,72.2581,100,29.8387,17.0968,3.06452,91.6854,94.7191,50.4494,84.4944,100,98.6517,250,437,680,151,32,630,742,155,68,1054,210,76,4,3,26,82,380,646,179
R.E.M. Ariana Grande para Mujeres,"R.E.M. de Ariana Grande es una fragancia de la familia olfativa Oriental Vainilla para Mujeres. R.E.M. se lanzó en 2020. R.E.M. fue creada por Dora Baghriche y Clement Gavarry. Las Notas de Salida son Zéfiro, caramelo, sal, higo y membrillo; las Notas de Corazón son lavanda y flor del peral; las Notas de Fondo son almizcle, haba tonka y sándalo.",,50.43403166,,46.49117103,68.37532766,,3.92,5,2976,"['Zéfiro', 'caramelo', 'sal', 'higo', 'membrillo']","['lavanda', 'flor del peral']","['almizcle', 'haba tonka', 'sándalo']",,,,100,,,,,47.46657387,65.17530937,,,45.28320769,,,,,,,55.58450003,,,,,,,,50.42443054,,,,,,,,,,,,,,,,,,,,58.04843232,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Ariana-Grande/R-E-M-62578.html,100,97.9201,42.2629,28.4526,7.65391,100,84.5758,45.1585,99.1431,97.6007,87.7464,137,385,1014,271,45,508,1083,189,56,625,612,638,39,23,46,117,528,832,196
Sweet Like Candy Ariana Grande para Mujeres,"Sweet Like Candy de Ariana Grande es una fragancia de la familia olfativa Floral Frutal Gourmand para Mujeres. Sweet Like Candy se lanzó en 2016. Las Notas de Salida son zarzamora (frambuesa negra), pera y bergamota; las Notas de Corazón son crema batida, malvavisco (bombón), grosellas negras, frangipani (plumeria, plumaria, atapaima), jazmín y madreselva; las Notas de Fondo son vainilla y madera de cachemira.",,,,,,,4.05,5,4833,"['zarzamora (frambuesa negra)', 'pera', 'bergamota']","['crema batida', 'malvavisco (bombón)', 'grosellas negras', 'frangipani (plumeria, plumaria, atapaima)', 'jazmín', 'madreselva']","['vainilla', 'madera de cachemira']",,,,100,,,,,,53.28789778,,,,,,,,,,74.54618643,,72.43135093,,,,,,,,,,,,,,,,,,,,,46.30738602,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Ariana-Grande/Sweet-Like-Candy-39970.html,96.5388,100,31.9925,20.2058,4.34986,43.0776,84.0549,62.6232,44.0634,100,25.075,369,839,1496,320,83,977,1606,327,134,2441,168,64,3,8,52,181,785,1285,347
Sweet Like Candy Limited Edition Ariana Grande para Mujeres,"Sweet Like Candy Limited Edition de Ariana Grande es una fragancia de la familia olfativa Floral Frutal Gourmand para Mujeres. Sweet Like Candy Limited Edition se lanzó en 2017. Las Notas de Salida son bayas rojas, pera y bergamota; las Notas de Corazón son frangipani (plumeria, plumaria, atapaima), madreselva y jazmín sambac (sampaguita); las Notas de Fondo son malvavisco (bombón), crema batida, grosellas negras, madera de cachemira, ámbar y almizcle.",,,,45.69359521,,47.93303842,4.3,5,306,"['bayas rojas', 'pera', 'bergamota']","['frangipani (plumeria, plumaria, atapaima)', 'madreselva', 'jazmín sambac (sampaguita)']","['malvavisco (bombón)', 'crema batida', 'grosellas negras', 'madera de cachemira', 'ámbar', 'almizcle']",,,,93.15922117,,,,52.3944321,,50.49628346,,,53.120567,,,,,,45.50117504,100,,45.43120407,,,,,,,,,,,,,,,,,,,,,46.96200513,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Ariana-Grande/Sweet-Like-Candy-Limited-Edition-43095.html,100,72.2892,13.253,9.63855,1.80723,75.7576,77.7778,80.8081,90.9091,100,78.7879,25,33,83,24,9,44,88,29,28,87,27,5,0,0,18,13,43,32,11
Cloud Ariana Grande para Mujeres,"Cloud de Ariana Grande es una fragancia de la familia olfativa Floral Frutal Gourmand para Mujeres. Cloud se lanzó en 2018. La Nariz detrás de esta fragrancia es Clement Gavarry. Las Notas de Salida son lavanda, pera y bergamota; las Notas de Corazón son crema batida, coco, praliné y orquídea de vainilla; las Notas de Fondo son almizcle y notas amaderadas.",,,,,,,3.99,5,14053,"['lavanda', 'pera', 'bergamota']","['crema batida', 'coco', 'praliné', 'orquídea de vainilla']","['almizcle', 'notas amaderadas']",,,,100,,,,,46.50080959,,,,,,,,,,,,,60.39778122,,,,,,,,,,,,,,,,,,,,,64.62674278,,,,53.68328783,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Ariana-Grande/Cloud-50384.html,100,75.3549,26.1265,23.5957,10.6481,82.8755,73.3015,53.874,76.7231,100,55.1406,608,1426,4555,2081,612,1683,5029,1790,557,5303,2081,1067,63,49,204,480,2045,3991,1589
Cloud Intense Ariana Grande para Mujeres,"Cloud Intense de Ariana Grande es una fragancia de la familia olfativa Oriental Vainilla para Mujeres. Cloud Intense se lanzó en 2021. Las Notas de Salida son lavanda, bergamota y pera; las Notas de Corazón son crema batida, praliné, coco y orquídea de vainilla; las Notas de Fondo son cachemira, ambroxan, almizcle y notas amaderadas.",,,,73.77387375,49.79296041,,4.17,5,1538,"['lavanda', 'bergamota', 'pera']","['crema batida', 'praliné', 'coco', 'orquídea de vainilla']","['cachemira', 'ambroxan', 'almizcle', 'notas amaderadas']",,,,100,,,,,92.61404462,64.44561044,,,,,,,,,71.0706305,,,58.09540859,,,,,,,,,,,,,,,,,,,,,63.24522525,,,,49.06011185,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Ariana-Grande/Cloud-Intense-69296.html,100,59.6963,21.028,13.2009,6.42523,100,59.7365,39.5315,93.9971,88.5798,86.3836,53,111,454,279,61,130,542,205,38,498,247,201,13,9,30,61,254,432,134
Cloud Pink Ariana Grande para Mujeres,"Cloud Pink de Ariana Grande es una fragancia de la familia olfativa Oriental Vainilla para Mujeres. Esta fragrancia es nueva. Cloud Pink se lanzó en 2023. La Nariz detrás de esta fragrancia es Clement Gavarry. Las Notas de Salida son pitahaya, bayas silvestres y piña; las Notas de Corazón son Agua de coco, orquídea de vainilla y almizcle ambreta; las Notas de Fondo son praliné, almizcle, Amberwood y musgo.",,,,54.28940238,,,4.06,5,1387,"['pitahaya', 'bayas silvestres', 'piña']","['Agua de coco', 'orquídea de vainilla', 'almizcle ambreta']","['praliné', 'almizcle', 'Amberwood', 'musgo']",,,,100,,,,,66.31583252,47.06574306,,,58.24978273,,,,,,45.78963243,92.26317673,,,,,,,,,,,,,,,,,,,,,,64.92091406,49.9736721,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Ariana-Grande/Cloud-Pink-83995.html,100,71.1027,28.5171,16.6033,8.6185,38.9189,86.4865,90.1351,45.4054,100,29.5946,65,166,508,152,38,192,567,109,24,721,149,36,2,5,29,83,308,405,81
